ga-rankuwa,1002851,-25.616920,27.994711,ZA
gaalkacyo,59611,6.769720,47.430828,SO
gabaldon,1713498,15.452200,121.338699,PH
gabane,933777,-24.666670,25.782221,BW
gabao,1713495,12.730560,123.961388,PH
gabarin,2342439,11.109300,10.444100,NG
gabas,1713490,10.729700,124.796097,PH
gabawan,1713486,12.417500,122.013893,PH
gabes,2468369,33.881458,10.098200,TN
gabi,1713479,7.621500,126.092003,PH
gabicce,3176444,43.964710,12.756410,IT
gabin,3099619,52.398491,19.735090,PL
gablenz,2923444,51.533329,14.666670,DE
gablingen,2923439,48.450001,10.816670,DE
gaborone,933773,-24.654510,25.908590,BW
gabriel leyva solano,3976775,25.666670,-108.641670,MX
gabrovo,731549,42.874722,25.334169,BG
gabu,2372532,12.283330,-14.216670,GW
gabuyan,1713434,7.608060,125.668892,PH
gace,3016853,48.793442,0.296240,FR
gachancipa,3682262,4.991110,-73.871536,CO
gachenbach,2923426,48.500000,11.233330,DE
gacheta,3781883,4.818540,-73.636589,CO
gachnang,2660688,47.538929,8.852450,CH
gacko,3200768,43.167221,18.535280,BA
gadag,1271850,15.416670,75.616669,IN
gadani,1179185,25.118530,66.729851,PK
gadarwara,1271847,22.916670,78.783333,IN
gaddi annaram,7302810,17.366871,78.524200,IN
gadebusch,2923410,53.700001,11.116670,DE
gadhada,1271839,21.966669,71.566673,IN
gadhinglaj,1271834,16.233330,74.349998,IN
gador,2517460,36.953220,-2.492540,ES
gadoros,720643,46.666672,20.600000,HU
gadsden,4063619,34.014259,-86.006638,US
gadu,1713415,17.629200,121.610497,PH
gadung,1713413,6.802500,124.019997,PH
gadwal,1271819,16.233330,77.800003,IN
gadzhiyevo,562245,69.255058,33.336159,RU
gaellivare,606086,67.133873,20.652781,SE
gaerwen,2648954,53.221119,-4.273620,GB
gaesti,677742,44.716671,25.316669,RO
gaeta,3176438,41.214081,13.570820,IT
gafanha da encarnacao,2739153,40.618061,-8.733030,PT
gafanha da nazare,2739152,40.636211,-8.713380,PT
gafargaon,1185218,24.433331,90.566673,BD
gaffney,4579418,35.071789,-81.649818,US
gafsa,2468353,34.424999,8.784170,TN
gagarawa,2342340,12.407410,9.527700,NG
gagarin,1514011,40.661942,68.172218,UZ
gagatli,560849,42.801300,46.291618,RU
gagelow,2923371,53.685581,11.896390,DE
gages lake,4893371,42.351688,-87.982582,US
gagesti,677730,46.333328,27.966669,RO
gaggenau,2923362,48.799999,8.333330,DE
gaggi,2524688,37.859951,15.221260,IT
gaggiano,3176436,45.404839,9.034880,IT
gaggio montano,3176433,44.196960,10.932910,IT
gagino,562209,55.231419,45.033859,RU
gaglianico,3176432,45.537861,8.075020,IT
gagliano castelferrato,2524686,37.711948,14.536770,IT
gagliano del capo,2524685,39.844219,18.369530,IT
gagnoa,2288829,6.129260,-5.943710,CI
gagny,3016830,48.883331,2.533330,FR
gagra,614622,43.328335,40.223888,GE
gagret,1271813,31.666670,76.066673,IN
gahanna,5155393,40.019230,-82.879341,US
gaiarine,3176420,45.880562,12.483060,IT
gaibanella,3176416,44.766670,11.650000,IT
gaiberg,2923334,49.366390,8.749720,DE
gaiceana,677723,46.333328,27.216669,RO
gaienhofen,2923333,47.683331,8.983330,DE
gaigeturi,1847050,33.464439,126.318329,KR
gaildorf,2923325,49.000271,9.769530,DE
gailingen,2923315,47.697109,8.755670,DE
gaillac,3016824,43.901600,1.896860,FR
gaillan-en-medoc,3016820,45.321331,-0.957940,FR
gaillard,3016817,46.185299,6.206930,FR
gaillimh,2964180,53.271938,-9.048890,IE
gaillon,3016807,49.161041,1.340160,FR
gaiman,3855284,-43.289700,-65.492897,AR
gaimersheim,2923305,48.807049,11.368010,DE
gainesville,4760363,38.795670,-77.613876,US
gainneville,3016800,49.518452,0.261640,FR
gainsborough,2648945,53.383331,-0.766670,GB
gainza,1713387,13.616500,123.141899,PH
gaiole in chianti,3176411,43.465439,11.435630,IT
gais,3176410,46.836929,11.949780,IT
gaiseni,677712,44.514999,25.645281,RO
gaissach,2923253,47.750000,11.583330,DE
gaithersburg,4355843,39.143440,-77.201370,US
gajendragarh,1271789,15.733330,75.983330,IN
gajraula,1271780,28.850000,78.233330,IN
gajuwaka,7302833,17.700001,83.216667,IN
gakem,2342291,6.765780,8.988130,NG
gakgapane,1003462,-23.633329,30.216669,ZA
gakovo,3200746,45.903332,19.063610,RS
galanesti,677709,47.916672,25.799999,RO
galanta,3060219,48.190010,17.727470,SK
galaosiyo,1217340,39.857780,64.448334,UZ
galapa,3682238,10.896860,-74.886002,CO
galapagar,3121766,40.578300,-4.004260,ES
galappo,159951,-4.266670,35.849998,TZ
galashki,874034,43.113609,44.989441,RU
galatades,736210,40.754440,22.271669,GR
galatas,262144,35.500000,23.966669,GR
galateni,677701,44.216671,25.350000,RO
galateo,4565033,18.362450,-66.258781,PR
galati,677697,45.450001,28.049999,RO
galati mamertino,2524679,38.031960,14.770880,IT
galatii bistritei,677691,46.983330,24.400000,RO
galatina,3176407,40.174019,18.168221,IT
galatini,736208,40.316669,21.549999,GR
galatista,736207,40.466671,23.283331,GR
galatone,3176406,40.142921,18.070419,IT
galatro,2524677,38.460381,16.110600,IT
galatsi,262135,38.016670,23.750000,GR
galautas,677687,46.916672,25.433331,RO
galax,4760376,36.661240,-80.923973,US
galbenu,677676,45.216671,27.166670,RO
