s gravenmoer,2747371,51.655941,4.940760,NL
s-gravenzande,2747364,52.001671,4.165280,NL
s-heerenberg,2747357,51.876701,6.258770,NL
s-hertogenbosch,2747351,51.699169,5.304170,NL
sa dec,1568212,10.300000,105.766670,VN
sa kaeo,1606807,13.814110,102.072220,TH
sa pa,1568043,22.340231,103.844147,VN
sa pobla,2515624,39.769199,3.023940,ES
saa,2222366,4.366670,11.450000,CM
saaban,1685609,13.130500,121.368721,PH
saacow,52381,1.627940,42.440659,SO
saal,2842728,48.900002,11.933330,DE
saalbach,2766924,47.391380,12.636420,AT
saalfeld,2842688,50.650002,11.366670,DE
saalfelden am steinernen meer,2766922,47.426811,12.848000,AT
saanen,2658904,46.489559,7.259610,CH
saara,2842656,50.933331,12.416670,DE
saarbrucken,2842647,49.233330,7.000000,DE
saarburg,2842644,49.599998,6.550000,DE
saarijarvi,638321,62.716671,25.266670,FI
saarlouis,2842632,49.316669,6.750000,DE
saarwellingen,2842621,49.349998,6.816670,DE
saavedra,1691398,9.985170,123.371582,PH
saba,2412252,13.516390,-16.049170,GM
sabac,3191376,44.746670,19.690001,RS
sabadell,3111199,41.543289,2.109420,ES
sabae,1853338,35.946468,136.184982,JP
sabah as salim,412800,29.257219,48.057220,KW
sabak bernam,1735195,3.769800,100.987900,MY
sabalgarh,1257928,26.250000,77.400002,IN
sabana,4568009,18.460779,-66.358498,PR
sabana buey,3493601,18.266670,-70.533333,DO
sabana de la mar,3493568,19.059340,-69.388428,DO
sabana de torres,3670520,7.391500,-73.495743,CO
sabana grande,4568014,18.077740,-66.960449,PR
sabana grande de boya,3493482,18.944981,-69.793312,DO
sabana grande de palenque,3493480,18.262560,-70.148216,DO
sabana iglesia,3493478,19.321140,-70.759918,DO
sabana seca,4568023,18.426889,-66.184608,PR
sabana yegua,3493410,18.716669,-71.016670,DO
sabanagrande,3602680,13.807780,-87.259171,HN
sabanalarga,3670506,6.848930,-75.817108,CO
sabancuy,3520161,18.966669,-91.183327,MX
sabaneta,3493383,19.477930,-71.341248,DO
sabang,1691363,12.733330,123.933327,PH
sabang indan,1691346,14.219400,122.915100,PH
sabanilla,3622023,9.945220,-84.039261,CR
sabanitas,3701682,9.342220,-79.801109,PA
sabanozu,740462,40.482491,33.283520,TR
sabaoani,668365,47.016670,26.850000,RO
sabastiyah,282108,32.275620,35.198730,PS
sabathu,1257919,30.971939,76.993332,IN
sabattus,4977194,44.119801,-70.107552,US
sabaudia,3168764,41.300251,13.028150,IT
sabbio chiese,3168759,45.658588,10.420570,IT
sabbioneta,3168752,44.997871,10.488480,IT
sabetha,4278489,39.902222,-95.800819,US
sabha,247176,32.329651,36.500980,JO
sabi,2412248,13.233330,-14.200000,GM
sabina,4523097,39.488670,-83.636871,US
sabinanigo,3111185,42.519241,-0.366070,ES
sabinas,3988333,27.850000,-101.116669,MX
sabinas hidalgo,3988327,26.500000,-100.166672,MX
sabinopolis,3450806,-18.666109,-43.083889,BR
sabinov,723674,49.103081,21.098801,SK
sabiote,2511633,38.069160,-3.314480,ES
sabirabad,585187,40.009460,48.475151,AZ
sablan,1691286,16.493000,120.495399,PH
sablayan,1691280,12.834600,120.768997,PH
sable-sur-sarthe,2982076,47.837650,-0.332940,FR
sablig,1691274,16.264299,119.990097,PH
sabnova,499649,42.076172,48.247959,RU
sabratah,2212771,32.793350,12.488450,LY
sabro,2614343,56.213329,10.034410,DK
sabrum,1257908,23.000000,91.731941,IN
sabuncu,585184,40.442501,49.948059,AZ
sabya,102651,17.149500,42.625370,SA
sabzevar,118063,36.212601,57.681911,IR
sac city,4873884,42.422199,-94.989708,US
sacalaz,668342,45.758331,21.112221,RO
sacalum,3520120,20.483330,-89.583328,MX
sacanta,3838460,-31.663000,-63.045052,AR
sacapulas,3590690,15.286670,-91.087219,GT
sacaton,5312393,33.076721,-111.739304,US
sacavem,2263667,38.792019,-9.108010,PT
saccolongo,3168732,45.404289,11.746000,IT
sacel,668320,47.633331,24.433331,RO
sacele,668315,44.483330,28.650000,RO
sachin,1257901,21.083330,72.883331,IN
sachse,4724564,32.976231,-96.595268,US
sachseln,2658894,46.867180,8.233440,CH
sachsen,2842568,49.299999,10.650000,DE
sachsenhagen,2842531,52.397339,9.267910,DE
sacile,3168730,45.954121,12.502740,IT
sackville,6137063,45.918751,-64.384552,CA
saclay,2982043,48.732601,2.169230,FR
saco,4977222,43.500919,-70.442833,US
saco dos limoes,7874481,-27.608641,-48.536049,BR
sacosu turcesc,668304,45.651939,21.428890,RO
sacramento,5389489,38.581570,-121.494400,US
sacriston,2638888,54.817692,-1.624100,GB
sacrofano,3168725,42.104622,12.446370,IT
sada,1090340,-12.850550,45.102051,YT
sadaba,3111157,42.281799,-1.269510,ES
sadabad,1257896,27.450001,78.050003,IN
sadalgi,1257895,16.566669,74.550003,IN
sadao,1606939,6.638830,100.423424,TH
sadaseopet,1257890,17.616671,77.949997,IN
sadat,1257887,25.683331,83.283333,IN
saddle brook,5103637,40.898991,-74.092644,US
saddle river,5103635,41.031761,-74.102089,US
sade,2324024,11.359500,10.673200,NG
