a coruna,3119841,43.371349,-8.396000,ES
a dos cunhados,2272379,39.152370,-9.297200,PT
a estrada,3119746,42.683331,-8.483330,ES
a rua,3119053,42.400478,-7.102680,ES
aabenraa,2625070,55.044338,9.417410,DK
aach,2959946,47.849998,8.850000,DE
aachen,3247449,50.776642,6.083420,DE
aadorf,2661882,47.492039,8.900990,CH
aalborg,2624886,57.048000,9.918700,DK
aalburg,2760144,51.754822,5.131560,NL
aalen,2959927,48.837769,10.093300,DE
aalsmeer,2760134,52.259171,4.759720,NL
aalst,2803448,50.936039,4.035500,BE
aalten,2760123,51.924999,6.580560,NL
aalter,2803443,51.090172,3.446930,BE
aanekoski,662095,62.599998,25.733330,FI
aanislag,1730632,13.074800,123.703003,PH
aarau,2661881,47.392540,8.044220,CH
aarberg,2661880,47.044392,7.275780,CH
aarburg,2661879,47.320671,7.899860,CH
aarle-rixtel,6698718,51.509762,5.638390,NL
aars,2624602,56.803989,9.514410,DK
aarschot,2803429,50.987148,4.836950,BE
aartselaar,2803420,51.134121,4.386780,BE
aarwangen,2661874,47.238449,7.768540,CH
aasiaat,3424901,68.709808,-52.869881,GL
aba,3056450,47.029072,18.521721,HU
abaca,1732531,9.920400,124.505096,PH
abadan,145459,30.339199,48.304298,IR
abadeh,145449,31.160801,52.650600,IR
abadiania,3473268,-16.204170,-48.706940,BR
abadin,3131136,43.366669,-7.483330,ES
abadszalok,723044,47.466671,20.600000,HU
abadzekhskaya,584534,44.393890,40.221390,RU
abaete,3473267,-19.160000,-45.445831,BR
abaetetuba,3408424,-1.718060,-48.882500,BR
abagur,1512238,53.730801,87.252602,RU
abai,3439483,-26.033331,-55.933331,PY
abak,2353100,4.979700,7.791710,NG
abakaliki,2353099,6.316250,8.116910,NG
abakan,1512236,53.715561,91.429169,RU
abalak,2448245,15.450900,6.279300,NE
aban,1512218,56.669998,96.059998,RU
abana,752926,41.978580,34.011002,TR
abancay,3948642,-13.633890,-72.881393,PE
abangay,1732483,10.966670,122.650002,PH
abanilla,2522505,38.205379,-1.041520,ES
abano terme,3183587,45.360989,11.791410,IT
abapo,3924668,-18.833330,-63.466671,BO
abaran,2522499,38.205509,-1.399070,ES
abasan al jadidah,6967863,31.341579,34.345921,PS
abasan al kabirah,281165,31.319130,34.340050,PS
abasar,723041,47.797050,20.003241,HU
abasha,616022,42.209591,42.221111,GE
abashiri,2130741,44.021271,144.269714,JP
abasolo,3533505,24.066669,-98.366669,MX
abatskoye,1512210,56.287479,70.455528,RU
abaujszanto,723036,48.283329,21.200001,HU
abay,1526970,49.631111,72.853889,KZ
abaza,1512205,52.654999,90.092781,RU
abbadia lariana,3183582,45.900478,9.334140,IT
abbadia san salvatore,3183581,42.882130,11.669540,IT
abbasanta,3183579,40.126751,8.818030,IT
abbeville,4829449,31.571840,-85.250488,US
abbey wood,7302135,51.486881,0.107460,GB
abbiategrasso,3183573,45.398209,8.916780,IT
abbots langley,2657863,51.705730,-0.417570,GB
abbotsford,5243517,44.946362,-90.315971,US
abbottabad,1185056,34.146851,73.214493,PK
abbotts ann,2657859,51.189861,-1.531260,GB
abda,3056445,47.694641,17.544880,HU
abdanan,145233,32.992599,47.419800,IR
abdulino,584471,53.700001,53.666672,RU
abeche,245785,13.829160,20.832399,TD
abegondo,3131093,43.216671,-8.283330,ES
abejorral,3690592,5.789280,-75.427254,CO
abenberg,2959855,49.242821,10.964010,DE
abengourou,2293549,6.729720,-3.496390,CI
abensberg,2959842,48.816669,11.850000,DE
abeokuta,2352947,7.150000,3.350000,NG
abepura,2082727,-2.633330,140.583328,ID
abercanaid,2657845,51.723610,-3.366110,GB
abercarn,2657844,51.647331,-3.134760,GB
aberdare,2657835,51.714378,-3.449180,GB
aberdeen,5583714,42.944080,-112.838333,US
aberdeen proving ground,7257914,39.466862,-76.130661,US
aberfeldy,2657820,56.619999,-3.864530,GB
abergavenny,2657815,51.820980,-3.017430,GB
abergele,2657812,53.284359,-3.582200,GB
aberkenfig,2657804,51.540001,-3.595560,GB
abernathy,5516008,33.832298,-101.842949,US
abertillery,2657784,51.729809,-3.134320,GB
abertridwr,3345315,51.595829,-3.268330,GB
aberystwyth,2657782,52.415482,-4.082920,GB
abha,110690,18.216391,42.505280,SA
abhar,145034,36.146801,49.217999,IR
abhayapuri,1279407,26.333330,90.666672,IN
abidjan,2293538,5.309430,-4.019720,CI
abidos,3393768,-1.917500,-55.518059,BR
abiera,1732434,11.574900,122.089996,PH
abiko,2113164,35.866669,140.016663,JP
abilay,1732426,10.733330,122.500000,PH
abilene,4267354,38.917221,-97.213913,US
abingdon,4882839,40.804482,-90.401802,US
abington,4928662,42.104820,-70.945320,US
abinsk,584441,44.872581,38.161110,RU
